Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,English,Maths,Physics,Biology,Chemistry,Accounting,Economics,Business Studies,History,Sociology,Politics,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
0,0,10,2,116,91,134,62,154,0,0,0,0,0,0,5.09,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,10,8,2,67,99,0,0,0,71,171,169,0,0,0,7.44,Commerce,6,6.833333333,Finance (B.Com)
8,6,10,4,38,158,0,0,0,0,0,0,93,7,42,5.16,Humanities,5,5.516666667,History (B.A)
0,10,0,2,30,115,86,40,10,0,0,0,0,0,0,9.15,Science,8,7.35,Psychology (B.Sc)
2,6,6,0,186,193,0,0,0,6,78,115,0,0,0,6.85,Commerce,6,6.9,Marketing (B.Com)
6,8,6,0,172,79,0,0,0,0,0,0,44,101,196,6.03,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,4,192,98,185,122,11,0,0,0,0,0,0,8.81,Science,8,7.466666667,Physics (B.Sc)
4,8,0,2,193,90,0,0,0,188,121,188,0,0,0,7.55,Commerce,6,6.833333333,Accounting (B.Com)
0,0,6,6,32,29,0,0,0,0,0,0,10,123,157,6.42,Humanities,5,5.533333333,Philosophy (B.A)
4,4,8,6,13,10,70,123,91,0,0,0,0,0,0,6.39,Science,8,7.283333333,Biology (B.Sc)
10,8,8,10,146,10,0,0,0,49,169,3,0,0,0,8.81,Commerce,6,6.8,International Business (B.Com)
8,10,2,2,101,23,0,0,0,0,0,0,46,192,163,9.18,Humanities,5,5.483333333,Sociology (B.A)
8,4,0,6,44,60,116,2,97,0,0,0,0,0,0,8.2,Science,8,7.666666667,Computer Engineering (B.Tech)
0,0,4,2,70,47,0,0,0,107,121,0,0,0,0,8.28,Commerce,6,6.733333333,Economics (B.Com)
8,2,6,10,75,54,0,0,0,0,0,0,169,8,43,7,Humanities,5,6.633333333,Political Science (B.A)
4,2,10,6,146,170,199,48,21,0,0,0,0,0,0,8.64,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,2,8,4,59,9,0,0,0,120,56,150,0,0,0,7.34,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,0,8,6,25,80,0,0,0,0,0,0,160,14,188,7.59,Humanities,5,5.583333333,Art History (B.A)
2,8,0,4,135,115,196,69,47,0,0,0,0,0,0,9.32,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,8,2,6,178,22,0,0,0,150,172,134,0,0,0,9.5,Commerce,6,6.833333333,Finance (B.Com)
6,0,10,4,35,45,0,0,0,0,0,0,179,135,151,5.41,Humanities,5,5.516666667,History (B.A)
4,10,10,10,154,11,64,166,9,0,0,0,0,0,0,8.59,Science,8,7.35,Psychology (B.Sc)
0,4,8,0,141,156,0,0,0,65,20,115,0,0,0,5.44,Commerce,6,6.9,Marketing (B.Com)
10,6,4,6,101,88,0,0,0,0,0,0,184,61,92,9.88,Humanities,5,6.266666667,English Literature (B.A)
2,2,10,0,32,138,96,113,101,0,0,0,0,0,0,5.99,Science,8,7.466666667,Physics (B.Sc)
10,0,2,10,96,192,0,0,0,160,168,98,0,0,0,9.48,Commerce,6,6.833333333,Accounting (B.Com)
0,0,2,8,119,107,0,0,0,0,0,0,67,78,94,6.45,Humanities,5,5.533333333,Philosophy (B.A)
8,10,8,2,53,153,57,35,25,0,0,0,0,0,0,9.03,Science,8,7.283333333,Biology (B.Sc)
2,0,2,6,116,64,0,0,0,103,175,171,0,0,0,5.98,Commerce,6,6.8,International Business (B.Com)
2,2,4,10,47,161,0,0,0,0,0,0,53,138,161,6.68,Humanities,5,5.483333333,Sociology (B.A)
10,4,6,10,21,173,84,172,28,0,0,0,0,0,0,5.6,Science,8,7.666666667,Computer Engineering (B.Tech)
0,6,0,10,134,71,0,0,0,87,66,72,0,0,0,7.7,Commerce,6,6.733333333,Economics (B.Com)
4,10,2,10,189,154,0,0,0,0,0,0,181,38,60,7.83,Humanities,5,6.633333333,Political Science (B.A)
0,0,4,2,45,169,99,114,112,0,0,0,0,0,0,7.72,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,10,0,10,153,156,0,0,0,179,148,118,0,0,0,9.07,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,8,0,4,115,172,0,0,0,0,0,0,30,33,151,8.59,Humanities,5,5.583333333,Art History (B.A)
10,2,2,0,117,154,4,38,2,0,0,0,0,0,0,5.23,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,6,10,2,129,120,0,0,0,165,62,87,0,0,0,7.46,Commerce,6,6.833333333,Finance (B.Com)
0,0,8,0,142,77,0,0,0,0,0,0,109,38,45,5.64,Humanities,5,5.516666667,History (B.A)
8,6,6,10,63,155,69,94,41,0,0,0,0,0,0,6.05,Science,8,7.35,Psychology (B.Sc)
4,10,4,0,112,187,0,0,0,188,116,59,0,0,0,7.73,Commerce,6,6.9,Marketing (B.Com)
0,10,8,2,74,126,0,0,0,0,0,0,68,58,188,7.05,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,33,183,187,100,90,0,0,0,0,0,0,7.03,Science,8,7.466666667,Physics (B.Sc)
10,6,2,6,143,159,0,0,0,4,175,16,0,0,0,9.36,Commerce,6,6.833333333,Accounting (B.Com)
4,0,4,2,64,9,0,0,0,0,0,0,134,137,182,8.34,Humanities,5,5.533333333,Philosophy (B.A)
2,8,0,0,6,161,57,19,49,0,0,0,0,0,0,6.9,Science,8,7.283333333,Biology (B.Sc)
2,6,6,10,187,142,0,0,0,20,168,153,0,0,0,5.9,Commerce,6,6.8,International Business (B.Com)
2,6,8,10,16,121,0,0,0,0,0,0,67,138,143,7.38,Humanities,5,5.483333333,Sociology (B.A)
0,6,4,4,34,9,126,183,113,0,0,0,0,0,0,6.95,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,8,0,14,52,0,0,0,172,148,41,0,0,0,9.73,Commerce,6,6.733333333,Economics (B.Com)
4,0,6,10,29,86,0,0,0,0,0,0,77,139,125,7.51,Humanities,5,6.633333333,Political Science (B.A)
0,6,10,6,125,11,187,198,171,0,0,0,0,0,0,5.15,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,8,2,8,100,18,0,0,0,42,10,194,0,0,0,9.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,6,2,36,125,0,0,0,0,0,0,111,70,57,9.22,Humanities,5,5.583333333,Art History (B.A)
0,8,2,2,43,121,177,195,29,0,0,0,0,0,0,6.3,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,4,8,139,1,0,0,0,78,15,31,0,0,0,8.36,Commerce,6,6.833333333,Finance (B.Com)
4,4,4,4,187,148,0,0,0,0,0,0,63,98,2,6.01,Humanities,5,5.516666667,History (B.A)
0,0,2,6,98,7,93,138,143,0,0,0,0,0,0,6.71,Science,8,7.35,Psychology (B.Sc)
8,2,2,2,51,47,0,0,0,9,99,72,0,0,0,7.46,Commerce,6,6.9,Marketing (B.Com)
4,0,4,8,51,3,0,0,0,0,0,0,136,195,106,7.97,Humanities,5,6.266666667,English Literature (B.A)
4,0,6,6,57,61,182,36,13,0,0,0,0,0,0,9.17,Science,8,7.466666667,Physics (B.Sc)
0,0,2,0,192,132,0,0,0,145,115,53,0,0,0,6.98,Commerce,6,6.833333333,Accounting (B.Com)
6,8,10,2,36,131,0,0,0,0,0,0,89,200,157,5.53,Humanities,5,5.533333333,Philosophy (B.A)
8,6,0,10,189,189,89,112,103,0,0,0,0,0,0,7.19,Science,8,7.283333333,Biology (B.Sc)
10,0,6,8,144,81,0,0,0,135,122,157,0,0,0,6.58,Commerce,6,6.8,International Business (B.Com)
10,4,10,0,15,111,0,0,0,0,0,0,100,168,139,8.77,Humanities,5,5.483333333,Sociology (B.A)
2,10,2,0,111,163,6,49,193,0,0,0,0,0,0,5.97,Science,8,7.666666667,Computer Engineering (B.Tech)
2,10,0,6,151,178,0,0,0,17,4,198,0,0,0,9.29,Commerce,6,6.733333333,Economics (B.Com)
8,6,6,0,99,152,0,0,0,0,0,0,74,42,138,6.91,Humanities,5,6.633333333,Political Science (B.A)
10,2,0,8,197,173,24,54,65,0,0,0,0,0,0,6.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,8,10,0,124,50,0,0,0,0,144,117,0,0,0,8.23,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,0,0,0,133,153,0,0,0,0,0,0,6,137,21,8.37,Humanities,5,5.583333333,Art History (B.A)
4,4,0,0,191,64,164,1,157,0,0,0,0,0,0,5.32,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,6,4,195,60,0,0,0,182,33,151,0,0,0,8.87,Commerce,6,6.833333333,Finance (B.Com)
4,0,10,6,81,82,0,0,0,0,0,0,14,168,26,5.77,Humanities,5,5.516666667,History (B.A)
6,2,4,0,40,70,160,187,31,0,0,0,0,0,0,7.47,Science,8,7.35,Psychology (B.Sc)
0,8,8,8,13,101,0,0,0,188,161,32,0,0,0,8.49,Commerce,6,6.9,Marketing (B.Com)
6,8,8,10,76,100,0,0,0,0,0,0,36,68,93,5.27,Humanities,5,6.266666667,English Literature (B.A)
0,10,2,0,55,143,70,46,82,0,0,0,0,0,0,5.09,Science,8,7.466666667,Physics (B.Sc)
8,6,0,6,82,180,0,0,0,116,20,152,0,0,0,6.52,Commerce,6,6.833333333,Accounting (B.Com)
4,0,6,10,108,114,0,0,0,0,0,0,25,194,200,9.36,Humanities,5,5.533333333,Philosophy (B.A)
6,6,2,10,140,181,20,146,137,0,0,0,0,0,0,5.94,Science,8,7.283333333,Biology (B.Sc)
8,10,2,10,139,43,0,0,0,51,86,54,0,0,0,7.84,Commerce,6,6.8,International Business (B.Com)
0,4,4,0,30,44,0,0,0,0,0,0,6,97,111,7.7,Humanities,5,5.483333333,Sociology (B.A)
6,6,4,6,102,71,145,68,111,0,0,0,0,0,0,6.13,Science,8,7.666666667,Computer Engineering (B.Tech)
8,6,4,8,107,68,0,0,0,49,151,90,0,0,0,5.4,Commerce,6,6.733333333,Economics (B.Com)
8,0,10,0,30,179,0,0,0,0,0,0,133,185,107,6.95,Humanities,5,6.633333333,Political Science (B.A)
4,2,2,10,137,147,18,172,112,0,0,0,0,0,0,6.63,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,10,4,6,107,175,0,0,0,78,11,123,0,0,0,9.1,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,2,8,196,129,0,0,0,0,0,0,74,22,50,8.08,Humanities,5,5.583333333,Art History (B.A)
10,10,6,0,137,149,17,142,31,0,0,0,0,0,0,7.35,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,10,8,4,91,1,0,0,0,52,150,27,0,0,0,7.29,Commerce,6,6.833333333,Finance (B.Com)
0,0,2,6,104,153,0,0,0,0,0,0,37,189,67,8.88,Humanities,5,5.516666667,History (B.A)
10,4,6,4,126,150,140,148,45,0,0,0,0,0,0,8.62,Science,8,7.35,Psychology (B.Sc)
4,0,4,6,130,16,0,0,0,89,65,163,0,0,0,7.16,Commerce,6,6.9,Marketing (B.Com)
0,10,2,6,136,150,0,0,0,0,0,0,195,194,96,5.59,Humanities,5,6.266666667,English Literature (B.A)
6,4,10,0,156,59,0,80,96,0,0,0,0,0,0,8.96,Science,8,7.466666667,Physics (B.Sc)
6,4,4,2,153,121,0,0,0,110,28,119,0,0,0,9.28,Commerce,6,6.833333333,Accounting (B.Com)
0,0,4,8,63,153,0,0,0,0,0,0,151,61,136,9.39,Humanities,5,5.533333333,Philosophy (B.A)
2,8,2,0,71,41,7,19,82,0,0,0,0,0,0,7.24,Science,8,7.283333333,Biology (B.Sc)
0,6,0,4,174,73,0,0,0,22,34,177,0,0,0,5.5,Commerce,6,6.8,International Business (B.Com)
2,2,6,2,151,190,0,0,0,0,0,0,110,58,53,7.34,Humanities,5,5.483333333,Sociology (B.A)
10,2,2,8,93,106,136,120,78,0,0,0,0,0,0,7.36,Science,8,7.666666667,Computer Engineering (B.Tech)
4,0,8,10,174,70,0,0,0,58,97,46,0,0,0,8.52,Commerce,6,6.733333333,Economics (B.Com)
0,2,6,6,159,176,0,0,0,0,0,0,15,23,170,5.78,Humanities,5,6.633333333,Political Science (B.A)
6,4,10,8,160,115,198,34,48,0,0,0,0,0,0,5.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,10,6,2,120,36,0,0,0,149,39,10,0,0,0,9.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,8,10,0,75,87,0,0,0,0,0,0,1,47,102,5.96,Humanities,5,5.583333333,Art History (B.A)
0,0,0,8,176,63,168,46,104,0,0,0,0,0,0,8.49,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,8,6,0,192,82,0,0,0,27,132,101,0,0,0,8.95,Commerce,6,6.833333333,Finance (B.Com)
6,6,8,4,25,126,0,0,0,0,0,0,19,35,158,6.13,Humanities,5,5.516666667,History (B.A)
10,6,4,2,1,200,28,47,46,0,0,0,0,0,0,8.62,Science,8,7.35,Psychology (B.Sc)
4,8,6,4,24,49,0,0,0,190,35,107,0,0,0,7.34,Commerce,6,6.9,Marketing (B.Com)
10,2,0,8,96,126,0,0,0,0,0,0,129,77,151,7.44,Humanities,5,6.266666667,English Literature (B.A)
0,8,6,4,122,117,141,78,5,0,0,0,0,0,0,7.43,Science,8,7.466666667,Physics (B.Sc)
2,4,0,0,53,157,0,0,0,175,94,191,0,0,0,5.15,Commerce,6,6.833333333,Accounting (B.Com)
8,8,0,10,139,150,0,0,0,0,0,0,76,140,200,5.43,Humanities,5,5.533333333,Philosophy (B.A)
2,2,8,10,56,119,136,173,151,0,0,0,0,0,0,5.58,Science,8,7.283333333,Biology (B.Sc)
6,8,0,8,80,104,0,0,0,40,187,188,0,0,0,5.63,Commerce,6,6.8,International Business (B.Com)
10,0,6,2,93,84,0,0,0,0,0,0,123,155,28,6.04,Humanities,5,5.483333333,Sociology (B.A)
10,6,2,2,178,164,70,97,174,0,0,0,0,0,0,7.96,Science,8,7.666666667,Computer Engineering (B.Tech)
0,2,8,2,46,119,0,0,0,147,7,51,0,0,0,6.73,Commerce,6,6.733333333,Economics (B.Com)
0,6,0,2,95,104,0,0,0,0,0,0,3,6,114,9.94,Humanities,5,6.633333333,Political Science (B.A)
10,6,4,4,151,181,5,153,12,0,0,0,0,0,0,5.42,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,0,4,70,106,0,0,0,119,102,156,0,0,0,6.35,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,2,8,8,123,128,0,0,0,0,0,0,1,42,63,6.58,Humanities,5,5.583333333,Art History (B.A)
10,4,6,8,37,3,61,102,170,0,0,0,0,0,0,7.27,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,8,6,33,168,0,0,0,157,61,75,0,0,0,5.68,Commerce,6,6.833333333,Finance (B.Com)
10,2,4,0,129,70,0,0,0,0,0,0,29,80,11,7.65,Humanities,5,5.516666667,History (B.A)
10,10,4,4,93,131,32,159,151,0,0,0,0,0,0,8.06,Science,8,7.35,Psychology (B.Sc)
8,4,0,6,189,46,0,0,0,123,108,7,0,0,0,9.89,Commerce,6,6.9,Marketing (B.Com)
4,2,6,6,116,78,0,0,0,0,0,0,66,171,21,9,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,120,119,147,181,113,0,0,0,0,0,0,9.94,Science,8,7.466666667,Physics (B.Sc)
8,4,0,10,97,84,0,0,0,100,129,99,0,0,0,6.5,Commerce,6,6.833333333,Accounting (B.Com)
8,10,0,6,194,74,0,0,0,0,0,0,62,182,145,8.98,Humanities,5,5.533333333,Philosophy (B.A)
8,8,0,0,90,147,136,40,188,0,0,0,0,0,0,7.62,Science,8,7.283333333,Biology (B.Sc)
4,10,2,0,50,27,0,0,0,42,12,47,0,0,0,5.24,Commerce,6,6.8,International Business (B.Com)
0,8,4,2,60,160,0,0,0,0,0,0,54,152,155,8.27,Humanities,5,5.483333333,Sociology (B.A)
4,4,10,6,120,175,155,170,17,0,0,0,0,0,0,5.44,Science,8,7.666666667,Computer Engineering (B.Tech)
6,6,2,2,2,22,0,0,0,181,65,125,0,0,0,6.83,Commerce,6,6.733333333,Economics (B.Com)
8,10,8,0,94,137,0,0,0,0,0,0,192,50,162,7.38,Humanities,5,6.633333333,Political Science (B.A)
4,2,4,10,17,125,20,176,13,0,0,0,0,0,0,7.94,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,6,2,0,105,82,0,0,0,138,198,194,0,0,0,9.87,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,4,8,2,150,161,0,0,0,0,0,0,112,144,36,8.29,Humanities,5,5.583333333,Art History (B.A)
8,0,6,10,168,75,112,161,83,0,0,0,0,0,0,6.72,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,2,8,10,124,178,0,0,0,135,2,25,0,0,0,5.72,Commerce,6,6.833333333,Finance (B.Com)
10,6,4,4,141,5,0,0,0,0,0,0,0,20,103,5.39,Humanities,5,5.516666667,History (B.A)
8,0,10,10,136,31,166,1,176,0,0,0,0,0,0,7.19,Science,8,7.35,Psychology (B.Sc)
2,8,6,0,12,56,0,0,0,86,26,185,0,0,0,5.47,Commerce,6,6.9,Marketing (B.Com)
2,2,8,10,111,44,0,0,0,0,0,0,16,83,160,5.47,Humanities,5,6.266666667,English Literature (B.A)
2,0,4,0,149,57,102,154,93,0,0,0,0,0,0,8.56,Science,8,7.466666667,Physics (B.Sc)
0,10,8,6,194,32,0,0,0,135,109,144,0,0,0,9.24,Commerce,6,6.833333333,Accounting (B.Com)
6,10,0,8,65,109,0,0,0,0,0,0,159,73,15,7.47,Humanities,5,5.533333333,Philosophy (B.A)
4,4,0,6,74,86,151,92,16,0,0,0,0,0,0,8.24,Science,8,7.283333333,Biology (B.Sc)
10,0,0,6,37,48,0,0,0,133,104,121,0,0,0,8.33,Commerce,6,6.8,International Business (B.Com)
0,4,8,10,45,193,0,0,0,0,0,0,78,53,93,7.87,Humanities,5,5.483333333,Sociology (B.A)
0,2,6,6,2,112,74,21,11,0,0,0,0,0,0,9.78,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,4,6,96,6,0,0,0,88,106,181,0,0,0,9.97,Commerce,6,6.733333333,Economics (B.Com)
6,2,10,4,22,136,0,0,0,0,0,0,53,47,85,6.4,Humanities,5,6.633333333,Political Science (B.A)
10,4,2,10,104,77,57,164,43,0,0,0,0,0,0,8.59,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,6,2,10,186,149,0,0,0,97,200,124,0,0,0,5.51,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,10,6,21,88,0,0,0,0,0,0,18,156,67,8.27,Humanities,5,5.583333333,Art History (B.A)
0,4,6,6,131,68,94,117,125,0,0,0,0,0,0,6.31,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,4,10,30,170,0,0,0,19,161,54,0,0,0,8.81,Commerce,6,6.833333333,Finance (B.Com)
8,0,10,0,22,159,0,0,0,0,0,0,138,37,160,8.92,Humanities,5,5.516666667,History (B.A)
10,2,8,2,180,191,169,148,28,0,0,0,0,0,0,5.02,Science,8,7.35,Psychology (B.Sc)
0,4,6,8,135,145,0,0,0,153,55,113,0,0,0,9.74,Commerce,6,6.9,Marketing (B.Com)
8,8,4,8,59,90,0,0,0,0,0,0,168,114,74,8.44,Humanities,5,6.266666667,English Literature (B.A)
2,6,6,0,0,143,32,151,143,0,0,0,0,0,0,6.2,Science,8,7.466666667,Physics (B.Sc)
0,0,4,0,4,189,0,0,0,199,149,134,0,0,0,8.37,Commerce,6,6.833333333,Accounting (B.Com)
10,10,10,10,82,184,0,0,0,0,0,0,147,150,147,6.28,Humanities,5,5.533333333,Philosophy (B.A)
8,6,10,8,53,170,74,117,176,0,0,0,0,0,0,9.47,Science,8,7.283333333,Biology (B.Sc)
10,8,4,6,61,33,0,0,0,158,177,62,0,0,0,9.14,Commerce,6,6.8,International Business (B.Com)
4,6,2,6,15,33,0,0,0,0,0,0,166,103,40,7.51,Humanities,5,5.483333333,Sociology (B.A)
0,8,2,0,146,80,39,76,56,0,0,0,0,0,0,6.51,Science,8,7.666666667,Computer Engineering (B.Tech)
4,10,4,6,138,149,0,0,0,121,181,179,0,0,0,7.67,Commerce,6,6.733333333,Economics (B.Com)
6,4,8,2,104,108,0,0,0,0,0,0,193,89,152,6.67,Humanities,5,6.633333333,Political Science (B.A)
2,6,0,10,40,73,47,129,188,0,0,0,0,0,0,8.34,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,6,4,6,80,110,0,0,0,143,86,70,0,0,0,6.55,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,4,6,118,114,0,0,0,0,0,0,59,124,101,9.15,Humanities,5,5.583333333,Art History (B.A)
10,10,0,8,157,161,10,138,89,0,0,0,0,0,0,7.75,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,0,10,32,61,0,0,0,83,37,125,0,0,0,8.48,Commerce,6,6.833333333,Finance (B.Com)
10,2,6,2,149,59,0,0,0,0,0,0,15,179,197,5.29,Humanities,5,5.516666667,History (B.A)
2,10,8,4,26,71,67,52,147,0,0,0,0,0,0,8.21,Science,8,7.35,Psychology (B.Sc)
0,2,2,8,106,81,0,0,0,181,52,25,0,0,0,7.17,Commerce,6,6.9,Marketing (B.Com)
4,8,4,0,19,62,0,0,0,0,0,0,116,139,99,6.94,Humanities,5,6.266666667,English Literature (B.A)
8,10,4,2,75,128,136,2,61,0,0,0,0,0,0,8.26,Science,8,7.466666667,Physics (B.Sc)
6,8,0,0,192,56,0,0,0,84,83,110,0,0,0,8.86,Commerce,6,6.833333333,Accounting (B.Com)
4,6,2,0,191,20,0,0,0,0,0,0,155,110,145,7.37,Humanities,5,5.533333333,Philosophy (B.A)
4,2,6,6,185,17,19,84,14,0,0,0,0,0,0,9.37,Science,8,7.283333333,Biology (B.Sc)
10,2,6,0,123,176,0,0,0,160,18,140,0,0,0,5.57,Commerce,6,6.8,International Business (B.Com)
8,4,6,10,17,197,0,0,0,0,0,0,122,13,5,7.43,Humanities,5,5.483333333,Sociology (B.A)
10,0,2,6,116,50,59,73,67,0,0,0,0,0,0,9.28,Science,8,7.666666667,Computer Engineering (B.Tech)
6,6,10,2,75,86,0,0,0,33,164,142,0,0,0,5.46,Commerce,6,6.733333333,Economics (B.Com)
4,6,10,10,124,122,0,0,0,0,0,0,162,123,31,5.92,Humanities,5,6.633333333,Political Science (B.A)
8,10,4,2,120,50,196,133,98,0,0,0,0,0,0,5.36,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,2,4,6,29,92,0,0,0,56,180,103,0,0,0,8.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,6,0,2,130,158,0,0,0,0,0,0,133,179,87,6.3,Humanities,5,5.583333333,Art History (B.A)
0,8,10,6,8,170,125,26,29,0,0,0,0,0,0,7.65,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,8,2,10,115,14,0,0,0,11,180,167,0,0,0,9.6,Commerce,6,6.833333333,Finance (B.Com)
10,6,4,6,63,142,0,0,0,0,0,0,62,159,116,5.73,Humanities,5,5.516666667,History (B.A)
10,10,2,8,119,136,138,46,1,0,0,0,0,0,0,9.79,Science,8,7.35,Psychology (B.Sc)
8,0,4,6,51,111,0,0,0,136,72,25,0,0,0,6.47,Commerce,6,6.9,Marketing (B.Com)
10,6,8,0,131,108,0,0,0,0,0,0,158,73,191,6.06,Humanities,5,6.266666667,English Literature (B.A)
4,4,6,10,62,106,179,28,161,0,0,0,0,0,0,9.4,Science,8,7.466666667,Physics (B.Sc)
2,4,2,6,32,19,0,0,0,130,107,86,0,0,0,6.89,Commerce,6,6.833333333,Accounting (B.Com)
2,4,6,10,83,29,0,0,0,0,0,0,86,117,83,5.85,Humanities,5,5.533333333,Philosophy (B.A)
6,2,4,6,130,109,146,143,5,0,0,0,0,0,0,8.06,Science,8,7.283333333,Biology (B.Sc)
8,6,6,0,168,3,0,0,0,173,182,158,0,0,0,9.39,Commerce,6,6.8,International Business (B.Com)
10,10,6,4,149,134,0,0,0,0,0,0,18,47,155,6.6,Humanities,5,5.483333333,Sociology (B.A)
10,0,6,4,0,0,146,77,95,0,0,0,0,0,0,5.45,Science,8,7.666666667,Computer Engineering (B.Tech)
10,10,8,6,117,12,0,0,0,16,10,182,0,0,0,8.06,Commerce,6,6.733333333,Economics (B.Com)
8,10,8,0,172,28,0,0,0,0,0,0,1,55,52,7.81,Humanities,5,6.633333333,Political Science (B.A)
10,10,6,8,143,36,134,111,147,0,0,0,0,0,0,6.67,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,4,2,8,27,179,0,0,0,170,66,99,0,0,0,5.84,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,8,8,10,131,122,0,0,0,0,0,0,84,88,57,8.9,Humanities,5,5.583333333,Art History (B.A)
8,0,8,0,84,161,160,102,197,0,0,0,0,0,0,8.57,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,4,2,148,188,0,0,0,150,99,193,0,0,0,9.32,Commerce,6,6.833333333,Finance (B.Com)
2,4,10,4,178,36,0,0,0,0,0,0,181,112,196,7.96,Humanities,5,5.516666667,History (B.A)
2,0,10,6,3,194,30,93,108,0,0,0,0,0,0,9.53,Science,8,7.35,Psychology (B.Sc)
2,0,10,0,71,0,0,0,0,149,6,130,0,0,0,9.82,Commerce,6,6.9,Marketing (B.Com)
4,8,0,8,104,61,0,0,0,0,0,0,63,8,132,7.21,Humanities,5,6.266666667,English Literature (B.A)
0,2,4,10,141,88,92,70,191,0,0,0,0,0,0,8.81,Science,8,7.466666667,Physics (B.Sc)
6,0,2,4,29,90,0,0,0,169,113,166,0,0,0,7.06,Commerce,6,6.833333333,Accounting (B.Com)
2,0,4,4,1,189,0,0,0,0,0,0,121,81,94,6.54,Humanities,5,5.533333333,Philosophy (B.A)
8,8,0,0,127,40,101,14,123,0,0,0,0,0,0,5.48,Science,8,7.283333333,Biology (B.Sc)
0,2,0,10,80,168,0,0,0,173,149,112,0,0,0,8.02,Commerce,6,6.8,International Business (B.Com)
2,4,2,2,104,127,0,0,0,0,0,0,95,137,106,5.99,Humanities,5,5.483333333,Sociology (B.A)
6,10,0,4,196,180,59,72,178,0,0,0,0,0,0,7.35,Science,8,7.666666667,Computer Engineering (B.Tech)
2,2,2,4,171,112,0,0,0,183,52,24,0,0,0,8.88,Commerce,6,6.733333333,Economics (B.Com)
6,0,4,0,41,127,0,0,0,0,0,0,100,126,74,6.25,Humanities,5,6.633333333,Political Science (B.A)
10,6,10,2,156,120,40,56,17,0,0,0,0,0,0,8.54,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,8,8,8,75,50,0,0,0,152,71,162,0,0,0,5.8,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,6,0,2,44,122,0,0,0,0,0,0,141,15,18,9.67,Humanities,5,5.583333333,Art History (B.A)
2,10,10,6,88,120,74,165,110,0,0,0,0,0,0,5.96,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,8,6,10,92,46,0,0,0,155,159,165,0,0,0,8.4,Commerce,6,6.833333333,Finance (B.Com)
2,0,6,0,112,64,0,0,0,0,0,0,100,73,82,5.5,Humanities,5,5.516666667,History (B.A)
10,10,2,10,55,197,41,83,58,0,0,0,0,0,0,8.39,Science,8,7.35,Psychology (B.Sc)
4,10,8,6,186,152,0,0,0,74,132,161,0,0,0,8.9,Commerce,6,6.9,Marketing (B.Com)
8,4,8,0,197,56,0,0,0,0,0,0,196,128,190,9.77,Humanities,5,6.266666667,English Literature (B.A)
4,6,4,0,42,122,71,161,82,0,0,0,0,0,0,7.38,Science,8,7.466666667,Physics (B.Sc)
0,0,6,10,106,149,0,0,0,164,147,191,0,0,0,6.13,Commerce,6,6.833333333,Accounting (B.Com)
